"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.876095400E-1,-1.039981395E-1,9.946411848E-1,9.415946007E0
9.901051860E-1,-1.074398011E-1,1.013869643E0,9.434949875E0
9.925994490E-1,-8.716390282E-2,1.012897015E0,9.479243279E0
9.950951760E-1,-1.060930640E-1,1.041777015E0,9.501763344E0
9.975890730E-1,-9.397241473E-2,1.072003841E0,9.566107750E0
1.000084109E0,-8.910919726E-2,1.086518645E0,9.610250473E0
1.002579836E0,-9.382277727E-2,1.086743116E0,9.641300201E0
1.005091514E0,-1.046715081E-1,1.076418161E0,9.703474998E0
1.007569583E0,-1.141734943E-1,1.084947467E0,9.732055664E0
1.010027550E0,-9.501987696E-2,1.093551636E0,9.775076866E0
1.012558881E0,-1.011550203E-1,1.067365050E0,9.796699524E0
1.015054568E0,-9.165303409E-2,1.066317558E0,9.826552391E0
1.017543582E0,-9.891045839E-2,1.055618525E0,9.830142975E0
1.020044395E0,-1.024269387E-1,1.055992603E0,9.882740974E0
1.022531659E0,-1.110311002E-1,1.027336955E0,9.878102303E0
1.025033531E0,-1.028010324E-1,1.007061124E0,9.893739700E0
1.027503298E0,-1.019032076E-1,9.665092826E-1,9.903465271E0
1.029998415E0,-1.069908887E-1,9.198971987E-1,9.901295662E0
1.032493411E0,-1.155202314E-1,8.971522450E-1,9.885883331E0
1.034987917E0,-1.135001257E-1,8.372972012E-1,9.862315178E0
1.037530357E0,-1.255459487E-1,8.289175034E-1,9.850344658E0
1.040002240E0,-1.066916138E-1,7.928548455E-1,9.819519043E0
1.042475792E0,-8.903437853E-2,7.534253597E-1,9.835230827E0
1.044967450E0,-9.180267155E-2,7.009025216E-1,9.835530281E0
1.047462486E0,-7.190086693E-2,6.432920694E-1,9.803582191E0
1.049982709E0,-6.015431881E-2,6.194248796E-1,9.807323456E0
1.052478436E0,-1.391629782E-2,5.714660287E-1,9.807622910E0
1.054972414E0,3.591302549E-3,5.154267550E-1,9.829395294E0
1.057468305E0,4.496610165E-2,4.518307447E-1,9.805901527E0
1.059956464E0,6.015431881E-2,4.102315009E-1,9.846753120E0
1.062457685E0,7.998129725E-2,3.433434963E-1,9.860219955E0
1.064953087E0,1.224783808E-1,2.789244950E-1,9.889249802E0
1.067424888E0,1.494879723E-1,2.145803273E-1,9.932644844E0
1.069905642E0,2.027589530E-1,1.502361596E-1,9.985542297E0
1.072406944E0,2.225111276E-1,7.399579883E-2,1.003020859E1
1.074918867E0,2.350806743E-1,-5.835866556E-3,1.008198357E1
1.077427086E0,2.525882721E-1,-6.763619930E-2,1.013959408E1
1.079921430E0,2.507178187E-1,-1.592892259E-1,1.018426037E1
1.082416914E0,2.727893591E-1,-2.465279549E-1,1.018830109E1
1.084911827E0,2.521393597E-1,-2.962824702E-1,1.024583626E1
1.087381065E0,2.540098429E-1,-3.665373027E-1,1.028803444E1
1.089902469E0,2.391957194E-1,-4.382137358E-1,1.027516556E1
1.092393842E0,2.400187254E-1,-4.907365441E-1,1.028264713E1
1.094891929E0,2.385223508E-1,-5.446060896E-1,1.026618767E1
1.097386477E0,2.513163686E-1,-5.877016783E-1,1.025324345E1
1.099881431E0,2.486228794E-1,-6.286275983E-1,1.020685577E1
1.102376996E0,2.507178187E-1,-6.753893495E-1,1.017842484E1
1.104864098E0,2.505681813E-1,-6.997054219E-1,1.010330677E1
1.107366906E0,2.694973350E-1,-7.240215540E-1,1.004247856E1
1.109829389E0,2.599205077E-1,-7.270143032E-1,9.929053307E0
1.112356000E0,2.717418969E-1,-7.480384111E-1,9.824007988E0
1.114851728E0,2.598457038E-1,-7.438485622E-1,9.717690468E0
1.117330487E0,2.671031356E-1,-7.384616137E-1,9.619752884E0
1.119840904E0,2.611924410E-1,-7.306056023E-1,9.536030769E0
1.122290489E0,2.600701451E-1,-7.227496505E-1,9.441609383E0
1.124830894E0,2.386719882E-1,-7.113772035E-1,9.342399597E0
1.127326500E0,2.397942692E-1,-7.248445749E-1,9.280374527E0
1.129837649E0,2.246060520E-1,-6.787561774E-1,9.190517426E0
1.132316083E0,2.187701762E-1,-6.588543653E-1,9.128268242E0
1.134804934E0,1.892915666E-1,-6.088005900E-1,9.087416649E0
1.137284386E0,1.631798148E-1,-5.897966027E-1,9.055020332E0
1.139801069E0,1.561468393E-1,-5.672013760E-1,9.035792351E0
1.142266197E0,1.374421418E-1,-5.148282051E-1,9.033247948E0
1.144791059E0,1.317559183E-1,-4.716577232E-1,9.049782753E0
1.147283898E0,1.117044762E-1,-4.343231618E-1,9.094973564E0
1.149780154E0,1.036988646E-1,-3.862146735E-1,9.143680573E0
1.152275434E0,1.039981395E-1,-3.454384208E-1,9.170914650E0
1.154744795E0,1.233013868E-1,-3.115454912E-1,9.261594772E0
1.157239504E0,1.309329122E-1,-2.454056740E-1,9.343671799E0
1.159738772E0,1.491886973E-1,-1.852513552E-1,9.425897598E0
1.162229251E0,1.757493615E-1,-1.453729272E-1,9.509320259E0
1.164724043E0,1.833060682E-1,-8.753799647E-2,9.605836868E0
1.167245486E0,1.931073368E-1,-4.765957594E-2,9.688062668E0
1.169739586E0,2.124854028E-1,-4.264671821E-3,9.766696930E0
1.172223758E0,2.188449949E-1,5.140051618E-2,9.881094933E0
1.174729372E0,2.286462635E-1,9.337386489E-2,9.925163269E0
1.177225182E0,2.229600400E-1,1.392377913E-1,1.000132847E1
1.179705162E0,2.208651006E-1,1.742529869E-1,1.005609608E1
1.182214724E0,2.056020647E-1,2.151040584E-1,1.009410381E1
1.184668826E0,1.855506301E-1,2.486976981E-1,1.010704803E1
1.187178755E0,1.595885009E-1,2.905962169E-1,1.010442924E1
1.189699709E0,1.408089846E-1,3.396025598E-1,1.010300732E1
1.192168541E0,1.051952392E-1,3.634697497E-1,1.007412720E1
1.194689456E0,7.796119153E-2,3.943699002E-1,1.004045868E1
1.197158776E0,5.424363166E-2,4.180874825E-1,9.988983154E0
1.199639976E0,2.341828495E-2,4.538508654E-1,9.962497711E0
1.202173750E0,8.230068488E-4,4.559457898E-1,9.909899712E0
1.204668786E0,-3.479074314E-2,4.806360006E-1,9.816526413E0
1.207151654E0,-5.970540643E-2,5.101894140E-1,9.760188103E0
1.209658409E0,-6.673837453E-2,5.242553353E-1,9.705195427E0
1.212153527E0,-1.108066440E-1,5.395932198E-1,9.652448654E0
1.214649050E0,-1.236754805E-1,5.716904998E-1,9.611672401E0
1.217123619E0,-1.366191357E-1,5.954828262E-1,9.591246605E0
1.219612796E0,-1.446995586E-1,6.384288669E-1,9.577854156E0
1.222133140E0,-1.829319745E-1,6.324433684E-1,9.553987503E0
1.224628624E0,-2.150292397E-1,6.539911628E-1,9.550246239E0
1.227122765E0,-2.446574867E-1,6.804770231E-1,9.560795784E0
1.229618778E0,-2.647837400E-1,7.044938207E-1,9.579724312E0
1.232087527E0,-3.027916849E-1,7.309796810E-1,9.589152336E0
1.234607303E0,-3.231424093E-1,7.204302549E-1,9.619004250E0
1.237103234E0,-3.684077859E-1,7.362918258E-1,9.646313667E0
1.239597659E0,-4.064905643E-1,7.557447553E-1,9.676016808E0
1.242088382E0,-4.349965155E-1,7.751976252E-1,9.728464127E0
1.244562178E0,-4.827309251E-1,7.744494081E-1,9.772607803E0
1.247082441E0,-5.353285074E-1,7.725789547E-1,9.825055122E0
1.249577029E0,-5.497685671E-1,7.561188340E-1,9.870545387E0
1.252072147E0,-5.925649405E-1,7.757961750E-1,9.933692932E0
1.254542320E0,-6.404489279E-1,7.632266283E-1,1.000177765E1
1.257036868E0,-6.549637914E-1,7.359925508E-1,1.003529644E1
1.259557295E0,-6.717980504E-1,7.206547260E-1,1.006642151E1
1.262052616E0,-6.994061470E-1,6.921487451E-1,1.007846642E1
1.264546837E0,-7.163152099E-1,6.722469330E-1,1.013473034E1
1.267006310E0,-7.309796810E-1,6.196493506E-1,1.011580181E1
1.269499963E0,-7.275380492E-1,6.031143665E-1,1.014932060E1
1.272031537E0,-7.610568404E-1,5.792471766E-1,1.013630199E1
1.274527062E0,-7.805097699E-1,5.326350331E-1,1.011617565E1
1.277021569E0,-7.842506766E-1,5.134814382E-1,1.011625004E1
1.279516563E0,-7.879168391E-1,4.967220426E-1,1.009844303E1
1.281987348E0,-8.036287427E-1,4.642506838E-1,1.006148338E1
1.284506798E0,-8.051251173E-1,4.186111987E-1,1.000918484E1
1.287001956E0,-8.099883795E-1,4.088099301E-1,9.972224236E0
1.289496096E0,-8.100631833E-1,3.978863955E-1,9.935189247E0
1.291991377E0,-8.041524887E-1,3.891325891E-1,9.882740974E0
1.294479984E0,-8.031050563E-1,3.698293567E-1,9.846977234E0
1.296981122E0,-7.829039693E-1,3.550900519E-1,9.790938377E0
1.299476647E0,-7.769184709E-1,3.537433147E-1,9.773056984E0
1.301970991E0,-7.831284404E-1,3.241150677E-1,9.751434326E0
1.304457075E0,-7.436988950E-1,3.238157928E-1,9.720458984E0
1.306944746E0,-7.389853001E-1,3.187280893E-1,9.672649384E0
1.309455814E0,-7.222259045E-1,3.198503852E-1,9.670330048E0
1.311950686E0,-6.937199235E-1,3.006219566E-1,9.662099838E0
1.314445356E0,-6.438158154E-1,2.730138004E-1,9.669432640E0
1.316939212E0,-6.425438523E-1,2.801215947E-1,9.662249565E0
1.319410282E0,-6.152350307E-1,2.574515045E-1,9.673172951E0
1.321930056E0,-5.770774484E-1,2.575263083E-1,9.706692696E0
1.324399824E0,-5.497685671E-1,2.383727133E-1,9.715147018E0
1.326947635E0,-5.295674801E-1,2.216132879E-1,9.720085144E0
1.329421308E0,-4.807856381E-1,2.048538774E-1,9.747693062E0
1.331879804E0,-4.688894451E-1,1.918354183E-1,9.770438194E0
1.334405277E0,-4.690390825E-1,1.727566123E-1,9.771709442E0
1.336900515E0,-4.667945206E-1,1.574187577E-1,9.807697296E0
1.339394819E0,-4.632032216E-1,1.587654948E-1,9.831564903E0
1.341866133E0,-4.515314698E-1,1.217301935E-1,9.848473549E0
1.344384646E0,-4.359691739E-1,1.264437735E-1,9.843685150E0
1.346880333E0,-4.406827390E-1,1.287631541E-1,9.831714630E0
1.349375451E0,-4.324526787E-1,1.097591817E-1,9.848548889E0
1.351869307E0,-4.419546723E-1,1.182885244E-1,9.868824959E0
1.354339724E0,-4.229506850E-1,1.122282073E-1,9.864110947E0
1.356841597E0,-4.207061231E-1,9.075520933E-2,9.872565269E0
1.359354455E0,-4.099322259E-1,9.060557187E-2,9.859472275E0
1.361850019E0,-3.909282386E-1,8.334814757E-2,9.846379280E0
1.364344119E0,-3.931728005E-1,9.763853997E-2,9.841515541E0
1.366813683E0,-4.062660933E-1,1.048211455E-1,9.835454941E0
1.369308637E0,-3.895815015E-1,9.509469569E-2,9.816451073E0
1.371828698E0,-3.740940094E-1,9.142857790E-2,9.808146477E0
1.374324385E0,-3.835960031E-1,1.069908887E-1,9.810391426E0
1.376818769E0,-3.991583288E-1,9.614216536E-2,9.791312218E0
1.379288211E0,-3.670610487E-1,8.057985455E-2,9.792658806E0
1.381783857E0,-3.752911091E-1,9.008184075E-2,9.805827141E0
1.384303837E0,-3.788824081E-1,9.726444632E-2,9.806949615E0
1.386799401E0,-3.598036170E-1,8.641571552E-2,9.795127869E0
1.389293501E0,-3.561375141E-1,9.950900823E-2,9.787870407E0
1.391763146E0,-3.370586932E-1,9.958382696E-2,9.809418678E0
1.394257856E0,-3.286789954E-1,9.943418950E-2,9.795127869E0
1.396778283E0,-3.047369719E-1,1.172410622E-1,9.787870407E0
1.399273766E0,-2.832639813E-1,1.159691438E-1,9.783157349E0
1.401768273E0,-2.509422600E-1,1.244236678E-1,9.816600800E0
1.404258304E0,-2.292448133E-1,1.553238332E-1,9.800964355E0
1.406732710E0,-1.826326996E-1,1.635539085E-1,9.805752754E0
1.409253095E0,-1.669955701E-1,1.862239987E-1,9.810465813E0
1.411748497E0,-1.334767491E-1,1.968482733E-1,9.814057350E0
1.414242801E0,-9.995792061E-2,2.110638469E-1,9.812785149E0
1.416693485E0,-6.890811771E-2,2.170493454E-1,9.831938744E0
1.419235558E0,-5.072714761E-2,2.503437102E-1,9.816301346E0
1.421727380E0,-3.883095831E-2,2.478746921E-1,9.812710762E0
1.424222945E0,-1.608604193E-2,2.596960664E-1,9.794754028E0
1.426717329E0,-5.087678786E-3,2.941875458E-1,9.779116631E0
1.429176110E0,8.080430329E-3,2.988263071E-1,9.764751434E0
1.431686812E0,1.047463249E-2,3.023427725E-1,9.750386238E0
1.434202395E0,8.304887451E-3,3.298760951E-1,9.768193245E0
1.436697879E0,1.316810958E-2,3.464858830E-1,9.741857529E0
1.439191979E0,1.496376062E-4,3.583820760E-1,9.733402252E0
1.441658857E0,-1.526303589E-2,3.714753687E-1,9.716567993E0
1.444156660E0,-2.244564146E-2,3.667617738E-1,9.724947929E0
1.446677249E0,-3.306991234E-2,3.846434653E-1,9.714098930E0
1.449172570E0,-4.631283879E-2,3.667617738E-1,9.712977409E0
1.451641930E0,-5.461772531E-2,3.799298704E-1,9.704522133E0
1.454155765E0,-5.596446618E-2,3.561375141E-1,9.726144791E0
1.456656254E0,-5.611410365E-2,3.369838893E-1,9.717915535E0
1.459151818E0,-7.047931105E-2,3.311480284E-1,9.728613853E0
1.461647057E0,-7.788637280E-2,2.915688753E-1,9.739762306E0
1.464115767E0,-7.085340470E-2,2.796726823E-1,9.745747566E0
1.466636559E0,-8.282441646E-2,2.666542232E-1,9.757793427E0
1.469131961E0,-6.995557994E-2,2.356044054E-1,9.769913673E0
1.471648197E0,-7.594108582E-2,2.272995263E-1,9.781885147E0
1.474121666E0,-1.049707830E-1,1.773205698E-1,9.791611671E0
1.476599572E0,-1.025765762E-1,1.761234552E-1,9.798793793E0
1.479087568E0,-1.217301935E-1,1.641524583E-1,9.774927139E0
1.481566491E0,-1.243488491E-1,1.390881538E-1,9.784578323E0
1.484075890E0,-1.458966732E-1,1.238251179E-1,9.808520317E0
1.486595829E0,-1.842787117E-1,1.024269387E-1,9.807398796E0
1.489065433E0,-1.640028208E-1,9.629180282E-2,9.788319588E0
1.491585696E0,-2.091933787E-1,1.166425124E-1,9.770288467E0
1.494081099E0,-1.901893914E-1,1.117792949E-1,9.771485329E0
1.496540083E0,-2.153285146E-1,9.876082093E-2,9.772757530E0
1.499071089E0,-2.283469886E-1,1.105821878E-1,9.751134872E0
1.501539880E0,-2.223614901E-1,1.176899746E-1,9.742754936E0
1.504060184E0,-2.294692695E-1,1.212064624E-1,9.728389740E0
1.506554935E0,-2.569277585E-1,1.200841814E-1,9.729586601E0
1.509026777E0,-2.056020647E-1,1.246481240E-1,9.714098930E0
1.511545780E0,-2.246808708E-1,1.185877994E-1,9.693748474E0
1.514040084E0,-2.174982578E-1,1.294365227E-1,9.711629868E0
1.516534997E0,-1.875707358E-1,1.389385164E-1,9.720009804E0
1.519030480E0,-1.840542555E-1,1.306336373E-1,9.733178139E0
1.521537235E0,-1.612345278E-1,1.461959481E-1,9.755847931E0
1.524020511E0,-1.303343624E-1,1.283142418E-1,9.769090652E0
1.526504968E0,-1.172410622E-1,1.296609789E-1,9.803807259E0
1.529009607E0,-1.220294684E-1,1.215057373E-1,9.832462311E0
1.531504764E0,-1.137245819E-1,1.228524745E-1,9.871891975E0
1.533974206E0,-1.137245819E-1,1.207575500E-1,9.919701576E0
1.536494999E0,-9.097966552E-2,1.338508427E-1,9.928006172E0
1.538964115E0,-9.105448425E-2,1.186626181E-1,9.978284836E0
1.541458418E0,-9.943418950E-2,1.126771197E-1,1.000357342E1
1.543954146E0,-1.100584567E-1,1.307832748E-1,1.003088188E1
1.546449304E0,-1.016787514E-1,1.355716735E-1,1.003686810E1
1.548969526E0,-7.668927312E-2,1.319803745E-1,1.004764175E1
1.551438399E0,-8.491934091E-2,1.475426853E-1,1.005355263E1
1.553958825E0,-1.040729582E-1,1.368435919E-1,1.005355263E1
1.556454064E0,-9.090484679E-2,1.461959481E-1,1.002968502E1
1.558924076E0,-8.843582869E-2,1.555482894E-1,9.996166229E0
1.561444258E0,-9.187749028E-2,1.698386818E-1,9.978209496E0
1.563913252E0,-8.454524726E-2,1.969979107E-1,9.932644844E0
1.566433760E0,-8.693944663E-2,1.980453730E-1,9.913566589E0
1.568929406E0,-8.327332884E-2,2.073229104E-1,9.865756989E0
1.571421228E0,-8.087912947E-2,2.107645720E-1,9.846603394E0
1.573919355E0,-6.397007406E-2,2.355295867E-1,9.803507805E0
1.576388024E0,-6.516718119E-2,2.388216257E-1,9.747319221E0
1.578884159E0,-7.586626709E-2,2.400935441E-1,9.752107620E0
1.581403364E0,-5.431845039E-2,2.471265048E-1,9.738939285E0
1.583898848E0,-4.601356387E-2,2.409913689E-1,9.719860077E0
1.586350224E0,-4.025251791E-2,2.135328650E-1,9.727192879E0
1.588888227E0,-3.546411172E-2,2.098667473E-1,9.712902069E0
1.591382897E0,-5.686229095E-3,2.038812339E-1,9.727267265E0
1.593878544E0,-1.182137057E-2,1.787421256E-1,9.715446472E0
1.596331098E0,-1.122282003E-3,1.752256304E-1,9.729811668E0
1.598861535E0,-1.496376062E-4,1.452232897E-1,9.715670586E0
1.601362634E0,2.020107582E-3,1.059434265E-1,9.739762306E0
1.603835779E0,1.144727692E-2,9.748890251E-2,9.731457710E0
1.606352217E0,7.781155407E-3,8.566752821E-2,9.748216629E0
1.608811853E0,-3.142389702E-3,5.828384683E-2,9.747094154E0
1.611316939E0,-1.047463249E-2,3.202244639E-2,9.754426956E0
1.613838138E0,-3.441664856E-3,1.780687459E-2,9.780762672E0
1.616308841E0,-1.556231081E-2,-9.576806799E-3,9.782109261E0
1.618827315E0,-8.604162373E-3,-4.429273307E-2,9.770288467E0
1.621290449E0,-3.254617751E-2,-4.967968538E-2,9.799916267E0
1.623796919E0,-3.965396434E-2,-4.728548229E-2,9.803507805E0
1.626312748E0,-5.663783476E-2,-8.783727139E-2,9.804854393E0
1.628803673E0,-5.903203413E-2,-8.671499044E-2,9.791686058E0
1.631301721E0,-6.868366152E-2,-9.501987696E-2,9.790564537E0
1.633776778E0,-8.783727139E-2,-1.105821878E-1,9.783456802E0
1.636266158E0,-1.093102694E-1,-1.045966893E-1,9.764227867E0
1.638787642E0,-1.164928749E-1,-1.104325503E-1,9.792958260E0
1.641281905E0,-1.380406916E-1,-1.141734943E-1,9.747543335E0
1.643776697E0,-1.618330777E-1,-1.092354506E-1,9.761834145E0
1.646261152E0,-1.904138476E-1,-9.487023950E-2,9.749712944E0
1.648741459E0,-2.118868530E-1,-9.479542077E-2,9.754501343E0
1.651262252E0,-2.262520641E-1,-1.056441516E-1,9.733028412E0
1.653732751E0,-2.477250546E-1,-9.614216536E-2,9.707889557E0
1.656250939E0,-2.559551299E-1,-7.945756614E-2,9.698237419E0
1.658707483E0,-2.845359147E-1,-7.571662962E-2,9.708862305E0
1.661202111E0,-2.987514734E-1,-6.135141850E-2,9.707590103E0
1.663710493E0,-3.201496601E-1,-4.713584483E-2,9.678859711E0
1.666205570E0,-3.296516538E-1,-3.740940243E-2,9.696666718E0
1.668725875E0,-3.248632550E-1,-3.860650212E-2,9.695544243E0
1.671229577E0,-3.270329833E-1,-1.114800200E-2,9.701379776E0
1.673690433E0,-3.270329833E-1,-5.162497517E-3,9.696516991E0
1.676211104E0,-3.185784519E-1,4.489128012E-3,9.721581459E0
1.678706261E0,-3.280056417E-1,2.483984269E-2,9.721506119E0
1.681187097E0,-3.399766386E-1,2.012625895E-2,9.728613853E0
1.683668339E0,-3.364601433E-1,1.548749208E-2,9.756147385E0
1.686180220E0,-3.113958538E-1,1.668459363E-2,9.762132645E0
1.688685795E0,-3.185036480E-1,2.536357380E-2,9.808670044E0
1.691154993E0,-3.051858842E-1,4.459200799E-2,9.839645386E0
1.693675094E0,-3.148375154E-1,3.172317147E-2,9.880346298E0
1.696144291E0,-3.112462163E-1,3.546411172E-2,9.912593842E0
1.698639693E0,-3.208978474E-1,2.730886266E-2,9.944840431E0
1.701160079E0,-3.185036480E-1,2.543839253E-2,9.969680786E0
1.703655196E0,-3.268833458E-1,1.833060756E-2,9.979257584E0
1.706140263E0,-3.208978474E-1,2.461538650E-2,1.003305149E1
1.708620447E0,-3.436427712E-1,2.117372118E-2,1.004135704E1
1.711139855E0,-3.614496291E-1,3.321954980E-2,1.004846478E1
1.713635461E0,-3.733458221E-1,3.681085259E-2,1.005317783E1
1.716103845E0,-4.210053980E-1,4.653729498E-2,1.005190659E1
1.718598107E0,-4.291606545E-1,7.758709788E-2,1.004457378E1
1.721119429E0,-4.468927085E-1,1.061678827E-1,1.002407360E1
1.723614465E0,-4.884919524E-1,1.277156919E-1,1.000117874E1
1.726121912E0,-5.003881454E-1,1.360205859E-1,9.995193481E0
1.728585168E0,-5.347299576E-1,1.682674885E-1,9.972298622E0
1.731073612E0,-5.559785366E-1,2.075473666E-1,9.931447983E0
1.733594242E0,-5.795464516E-1,2.505681813E-1,9.924040794E0
1.736089685E0,-6.151602268E-1,2.792986035E-1,9.915436745E0
1.738556889E0,-6.447884440E-1,3.030161560E-1,9.878252029E0
1.741067265E0,-6.482301354E-1,3.292775452E-1,9.875782967E0
1.743548547E0,-6.634183526E-1,3.772363961E-1,9.897030830E0
1.746068526E0,-6.716483831E-1,3.929483593E-1,9.919626236E0
1.748564376E0,-6.893056035E-1,4.265419841E-1,9.936161041E0
1.751058434E0,-6.845920682E-1,4.254945219E-1,9.966013908E0
1.753548588E0,-6.772598028E-1,4.412064850E-1,1.000058079E1
1.756022953E0,-6.774094701E-1,4.260182679E-1,1.005796623E1
1.758517705E0,-6.619219780E-1,4.215291440E-1,1.010465336E1
1.761038985E0,-6.524947882E-1,4.088099301E-1,1.018949795E1
1.763532190E0,-6.083517075E-1,4.018518031E-1,1.024456501E1
1.766030685E0,-5.728875995E-1,3.544166684E-1,1.032604218E1
1.768497644E0,-5.538088083E-1,3.550152183E-1,1.043123722E1
1.771017785E0,-5.217863321E-1,3.279308081E-1,1.051982307E1
1.773513269E0,-4.744260311E-1,2.805705070E-1,1.061087704E1
1.776007694E0,-4.590881765E-1,2.522889972E-1,1.068030930E1
1.778501102E0,-4.127753377E-1,2.189198136E-1,1.071996307E1
1.780975549E0,-3.869628608E-1,1.567453891E-1,1.075632477E1
1.783492557E0,-3.608510792E-1,1.328033805E-1,1.076485443E1
1.785987675E0,-3.660883904E-1,6.958148628E-2,1.077233601E1
1.788457035E0,-3.579331636E-1,3.254617751E-2,1.078445721E1
1.790978154E0,-3.952677250E-1,-1.646013744E-2,1.075595093E1
1.793446903E0,-4.373159111E-1,-4.616320133E-2,1.075722313E1
1.795967289E0,-4.960486591E-1,-9.150339663E-2,1.072632313E1
1.798462651E0,-5.607669353E-1,-1.311573684E-1,1.065831280E1
1.800957116E0,-6.528688669E-1,-1.599625945E-1,1.058903027E1
1.803452722E0,-6.960393190E-1,-1.853261739E-1,1.051503468E1
1.805921472E0,-7.595604658E-1,-2.215384692E-1,1.041836834E1
1.808441939E0,-8.063222170E-1,-2.612672746E-1,1.033247662E1
1.810937707E0,-8.651298285E-1,-3.024924099E-1,1.020356369E1
1.813453251E0,-8.952069879E-1,-3.426701128E-1,1.005445004E1
1.815927250E0,-8.977507949E-1,-3.722235560E-1,9.908852577E0
1.818396244E0,-8.777741790E-1,-4.223521352E-1,9.721581459E0
1.820916671E0,-8.600421548E-1,-4.495861828E-1,9.574787140E0
1.823411707E0,-8.435820341E-1,-4.872200489E-1,9.481862068E0
1.825887740E0,-8.224082589E-1,-5.314379334E-1,9.484480858E0
1.828402104E0,-9.724947810E-1,-6.650643349E-1,9.434725761E0
1.830871017E0,-1.090484023E0,-7.997381687E-1,9.615563393E0
1.833390751E0,-1.149740577E0,-9.118915796E-1,9.610100746E0
1.835864831E0,-1.164928794E0,-1.041178465E0,9.553313255E0
1.838381718E0,-1.116969943E0,-1.178321362E0,9.610250473E0
1.840876672E0,-1.142782450E0,-1.110535502E0,9.953893661E0
1.843370854E0,-1.051578283E0,-1.210418582E0,1.006918907E1
1.845866581E0,-9.359084368E-1,-1.219621301E0,9.998934746E0
1.848360925E0,-7.656956315E-1,-9.478794336E-1,9.789965630E0
1.850865075E0,-5.593453646E-1,-4.582651556E-1,9.490466118E0
1.853350590E0,-3.110965788E-1,2.145055085E-1,9.268927574E0
1.855846033E0,-1.057937890E-1,9.044097066E-1,9.103427887E0
1.858315962E0,2.543839393E-3,1.377638578E0,8.997335434E0
1.860836186E0,1.226280183E-1,1.649305701E0,8.967632294E0
1.863311691E0,2.327612936E-1,1.870470047E0,9.064672470E0
1.865826013E0,2.390460819E-1,2.093355179E0,9.183035851E0
1.868320642E0,1.489642411E-1,2.185981035E0,9.245733261E0
1.870796839E0,8.005611598E-3,2.174907684E0,9.322049141E0
1.873309574E0,-2.013373971E-1,2.110414028E0,9.403302193E0
1.875779748E0,-4.070891142E-1,2.047416449E0,9.543063164E0
1.878299890E0,-5.831377506E-1,1.958307385E0,9.724798203E0
1.880795293E0,-6.976853609E-1,1.806051135E0,9.970204353E0
1.883289758E0,-8.219593763E-1,1.619153738E0,1.020865154E1
1.885785283E0,-8.922890425E-1,1.458068848E0,1.040048695E1
1.888254725E0,-8.923638463E-1,1.279700756E0,1.053396416E1
1.890774906E0,-9.582792521E-1,1.067439914E0,1.055760670E1
1.893270186E0,-1.012448072E0,8.296657205E-1,1.051443577E1
1.895740198E0,-1.057114840E0,5.806687474E-1,1.038896465E1
1.898259525E0,-1.096020699E0,3.070563674E-1,1.015732574E1
1.900748092E0,-1.136871696E0,8.581716567E-2,9.895534515E0
1.903249313E0,-1.114500880E0,-1.378910542E-1,9.648183823E0
1.905744917E0,-1.079336047E0,-4.068646431E-1,9.422605515E0
1.908228560E0,-9.988310337E-1,-6.747907996E-1,9.206678391E0
